Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,RTK,Zone,Letter
1665097433.0046484,0,83033,0,GPS1_Frame,42.33823900000001,-71.08641266666667,27.5,328122.750633214,4689439.808672809,4,19,T
1665097434.000982,0,83034,0,GPS1_Frame,42.3382355,-71.08641766666666,27.5,328122.32918335823,4689439.430131406,4,19,T
1665097435.0002732,0,83035,0,GPS1_Frame,42.33823266666666,-71.086422,27.5,328121.964471699,4689439.124270684,4,19,T
1665097436.001501,0,83036,0,GPS1_Frame,42.33823316666667,-71.08642516666667,27.5,328121.7049552539,4689439.186192953,4,19,T
1665097436.9995053,0,83037,0,GPS1_Frame,42.33823483333334,-71.086429,27.5,328121.39369568275,4689439.379012271,4,19,T
1665097438.0019689,0,83038,0,GPS1_Frame,42.338237,-71.08643383333333,27.5,328121.00141567836,4689439.629374198,4,19,T
1665097439.0017734,0,83039,0,GPS1_Frame,42.33824,-71.08643833333333,27.5,328120.63886713784,4689439.971597662,4,19,T
1665097439.999891,0,83040,0,GPS1_Frame,42.338243,-71.08644299999999,27.5,328120.262588177,4689440.314158047,4,19,T
1665097441.00232,0,83041,0,GPS1_Frame,42.338246,-71.08644783333334,27.5,328119.8725787897,4689440.657055355,4,19,T
1665097442.0015647,0,83042,0,GPS1_Frame,42.33824916666667,-71.08645299999999,27.5,328119.4555626407,4689441.019133559,4,19,T
1665097443.0293307,0,83043,0,GPS1_Frame,42.33825183333333,-71.08645716666666,27.5,328119.1195669443,4689441.32366917,4,19,T
1665097444.0036917,0,83044,0,GPS1_Frame,42.33825483333333,-71.08646133333333,27.5,328118.7844794971,4689441.665218927,4,19,T
1665097445.023502,0,83045,0,GPS1_Frame,42.33825766666667,-71.086466,27.5,328118.40774660686,4689441.989272355,4,19,T
1665097446.0021794,0,83046,0,GPS1_Frame,42.33826066666667,-71.08647033333334,27.5,328118.0589287707,4689442.331159055,4,19,T
1665097447.0308113,0,83047,0,GPS1_Frame,42.338263999999995,-71.0864735,27.5,328117.8071323705,4689442.707701549,4,19,T
1665097448.0031366,0,83048,0,GPS1_Frame,42.338267333333334,-71.086478,27.5,328117.44549237296,4689443.086939315,4,19,T
1665097449.0306382,0,83049,0,GPS1_Frame,42.33827083333334,-71.08648233333334,27.5,328117.0980369807,4689443.484347256,4,19,T
1665097450.0032551,0,83050,0,GPS1_Frame,42.33827383333334,-71.08648766666667,27.5,328116.6668365752,4689443.828255481,4,19,T
1665097451.0261273,0,83051,0,GPS1_Frame,42.33827633333333,-71.0864925,27.4,328116.2754652182,4689444.115631812,4,19,T
1665097451.998989,0,83052,0,GPS1_Frame,42.33827983333334,-71.08649683333333,27.4,328115.9280099467,4689444.513039815,4,19,T
1665097453.0250058,0,83053,0,GPS1_Frame,42.33828316666666,-71.08650166666666,27.4,328115.53890924767,4689444.892951506,4,19,T
1665097454.0030177,0,83054,0,GPS1_Frame,42.33828683333333,-71.08650683333333,27.4,328115.1232559304,4689445.310551173,4,19,T
